codigo_curso;nombre_curso;seccion;evaluacion;nombre_docente;tipo;aula;dia;inicio;fin;vacantes;;
FB303;CALCULO MULTIVARIABLE;Z;G;SALAZAR FLORES ELIZABETH;P;S4-214;VI;14;16;36;;
FB303;CALCULO MULTIVARIABLE;Z;G;SALAZAR FLORES ELIZABETH;T;S4-211;MA;16;18;36;;
FB303;CALCULO MULTIVARIABLE;Z;G;SALAZAR FLORES ELIZABETH;T;S4-205;JU;14;16;36;;
FB305;ESTADISTICA Y PROBABILIDADES;U;G;SEGURA GARCÍA, YOLANDA ADRIANA;P;S4-210;SA;8;10;37;;
FB305;ESTADISTICA Y PROBABILIDADES;U;G;SEGURA GARCÍA, YOLANDA ADRIANA;T;S4-210;VI;16;18;37;;
FB305;ESTADISTICA Y PROBABILIDADES;V;G;CERNA VALDEZ, YARKO ALVARO;P;S4-208;JU;8;10;37;;
FB305;ESTADISTICA Y PROBABILIDADES;V;G;CERNA VALDEZ, YARKO ALVARO;T;S4-208;MA;8;10;37;;
FB305;ESTADISTICA Y PROBABILIDADES;W;G;SEGURA GARCÍA, YOLANDA ADRIANA;P;S4-211;SA;10;12;37;;
FB305;ESTADISTICA Y PROBABILIDADES;W;G;SEGURA GARCÍA, YOLANDA ADRIANA;T;S4-207;VI;18;20;37;;
FB305;ESTADISTICA Y PROBABILIDADES;X;G;CERNA VALDEZ, YARKO ALVARO;P;S4-208;JU;10;12;37;;
FB305;ESTADISTICA Y PROBABILIDADES;X;G;CERNA VALDEZ, YARKO ALVARO;T;S4-208;VI;8;10;37;;
FB305;ESTADISTICA Y PROBABILIDADES;Y;G;CUTIPA COAQUIRA, MIGUEL  ;P;S4-206;JU;8;10;37;;
FB305;ESTADISTICA Y PROBABILIDADES;Y;G;CUTIPA COAQUIRA, MIGUEL  ;T;S4-211;LU;10;12;37;;
FB305;ESTADISTICA Y PROBABILIDADES;Z;G;CUTIPA COAQUIRA, MIGUEL  ;P;S4-112;JU;10;12;37;;
FB305;ESTADISTICA Y PROBABILIDADES;Z;G;CUTIPA COAQUIRA, MIGUEL  ;T;S4-202;MI;8;10;37;;
FB401;FISICA II;A;G;SAN BARTOLOME MONTERO, JAIME  ;LAB;LAB-FISI;JU;18;20;33;;
FB401;FISICA II;A;G;SANCHEZ SOVERO LUIS FRANCSICO ;P;S4-207;JU;18;20;33;;
FB401;FISICA II;A;G;SAN BARTOLOME MONTERO, JAIME  ;T;S4-207;MI;18;20;33;;
FB401;FISICA II;A;G;SAN BARTOLOME MONTERO, JAIME  ;T;S4-205;JU;16;18;33;;
FB401;FISICA II;U;G;PEÑA YALICO, VICENTE;LAB;LAB-FISI;JU;12;14;33;;
FB401;FISICA II;U;G;SAN BARTOLOME MONTERO, JAIME  ;P;S4-214;JU;12;14;33;;
FB401;FISICA II;U;G;SALCEDO TORRES, JOAQUIN MAGNOT;T;S4-207;MA;14;16;33;;
FB401;FISICA II;U;G;SALCEDO TORRES, JOAQUIN MAGNOT;T;S4-214;JU;14;16;33;;
FB401;FISICA II;V;G;TAIPE TORRES PATRICIA ;LAB;LAB-FISI;JU;16;18;33;;
FB401;FISICA II;V;G;SALCEDO TORRES, JOAQUIN MAGNOT;P;S4-214;JU;16;18;33;;
FB401;FISICA II;V;G;CAÑOTE FAJARDO, PERCY VICTOR;T;S4-207;MA;16;18;33;;
FB401;FISICA II;V;G;CAÑOTE FAJARDO, PERCY VICTOR;T;S4-211;VI;14;16;33;;
FB401;FISICA II;W;G;PEÑA YALICO, VICENTE;LAB;LAB-FISI;JU;10;12;33;;
FB401;FISICA II;W;G;SALCEDO TORRES, JOAQUIN MAGNOT;P;S4-214;JU;10;12;33;;
FB401;FISICA II;W;G;ROMERO AQUINO, JUAN CARLOS;T;S4-202;LU;14;16;33;;
FB401;FISICA II;W;G;ROMERO AQUINO, JUAN CARLOS;T;S4-202;MI;14;16;33;;
FB401;FISICA II;X;G;SALCEDO TORRES, JOAQUIN MAGNOT;LAB;LAB-FISI;LU;16;18;33;;
FB401;FISICA II;X;G;MOSQUERA MOLINA, MIGUEL ANGEL;P;S4-214;LU;16;18;33;;
FB401;FISICA II;X;G;PEÑA YALICO, VICENTE;T;S4-112;LU;8;10;33;;
FB401;FISICA II;X;G;PEÑA YALICO, VICENTE;T;S4-112;MI;8;10;33;;
FB401;FISICA II;Y;G;HUALLPA GUTIERREZ, WALTER ANTONIO;LAB;LAB-FISI;LU;14;16;33;;
FB401;FISICA II;Y;G;MOSQUERA MOLINA, MIGUEL ANGEL;P;S4-210;LU;14;16;33;;
FB401;FISICA II;Y;G;SAN BARTOLOME MONTERO, JAIME  ;T;S4-201;JU ;10;12;33;;
FB401;FISICA II;Y;G;SAN BARTOLOME MONTERO, JAIME  ;T;S4-214;VI;18;20;33;;
FB401;FISICA II;Z;G;SANCHEZ SOVERO LUIS FRANCSICO ;LAB;LAB-FISI;MA;14;16;33;;
FB401;FISICA II;Z;G;HUALLPA GUTIERREZ, WALTER ANTONIO;P;S4-214;MA;14;16;33;;
FB401;FISICA II;Z;G;SANCHEZ SOVERO LUIS FRANCSICO ;T;S4-111;MA;16;18;33;;
FB401;FISICA II;Z;G;SANCHEZ SOVERO LUIS FRANCSICO ;T;S4-110;MI;14;16;33;;
FB402;CALCULO NUMERICO;U;G;SOTOMAYOR ARAMBURU, FERNANDO FORTUNATO;P;S4-110;SA;8;10;43;;
FB402;CALCULO NUMERICO;U;G;SOTOMAYOR ARAMBURU, FERNANDO FORTUNATO;T;S4-111;VI ;8;10;43;;
FB402;CALCULO NUMERICO;V;G;HUALLPA GUTIERREZ, WALTER ANTONIO;P;S4-208;SA;8;10;43;;
FB402;CALCULO NUMERICO;V;G;HUALLPA GUTIERREZ, WALTER ANTONIO;T;S4-208;SA;10;12;43;;
FB403;ECUACIONES DIFERENCIALES;U;G;ARAMBULO OSTOS, CARLOS EDUARDO;P;S4-211;VI;12;14;37;;
FB403;ECUACIONES DIFERENCIALES;U;G;ARAMBULO OSTOS, CARLOS EDUARDO;T;S4-211;MA;8;10;37;;
FB403;ECUACIONES DIFERENCIALES;U;G;ARAMBULO OSTOS, CARLOS EDUARDO;T;S4-211;MI;8;10;37;;
FB403;ECUACIONES DIFERENCIALES;V;G;BRONCANO TORRES, JUAN CARLOS;P;S4-216;VI;12;14;37;;
FB403;ECUACIONES DIFERENCIALES;V;G;BRONCANO TORRES, JUAN CARLOS;T;S4-210;MI;8;10;37;;
FB403;ECUACIONES DIFERENCIALES;V;G;BRONCANO TORRES, JUAN CARLOS;T;S4-210;MA;10;12;37;;
FB403;ECUACIONES DIFERENCIALES;W;G;CHUNG CHING, RICARDO ALEJANDRO;P;S4-209;VI;12;14;37;;
FB403;ECUACIONES DIFERENCIALES;W;G;CHUNG CHING, RICARDO ALEJANDRO;T;S4-111;LU;10;12;37;;
FB403;ECUACIONES DIFERENCIALES;W;G;CHUNG CHING, RICARDO ALEJANDRO;T;S4-202;JU;8;10;37;;
FB403;ECUACIONES DIFERENCIALES;X;G;SALAZAR FLORES ELIZABETH;P;S4-203;VI;12;14;37;;
FB403;ECUACIONES DIFERENCIALES;X;G;CHUNG CHING, RICARDO ALEJANDRO;T;S4-105;LU;18;20;37;;
FB403;ECUACIONES DIFERENCIALES;X;G;CHUNG CHING, RICARDO ALEJANDRO;T;S4-201;MI;18;20;37;;
FB403;ECUACIONES DIFERENCIALES;Y;G;HUANCA SULLCA, VICTOR  ;P;S4-105;VI;12;14;37;;
FB403;ECUACIONES DIFERENCIALES;Y;G;HUANCA SULLCA, VICTOR  ;T;S4-214;MI;14;16;37;;
FB403;ECUACIONES DIFERENCIALES;Y;G;HUANCA SULLCA, VICTOR  ;T;S4-211;JU;10;12;37;;
FB405;ESTADISTICA APLICADA;U;G;SEGURA GARCÍA, YOLANDA ADRIANA;P;S4-105;SA;12;14;36;;
FB405;ESTADISTICA APLICADA;U;G;SEGURA GARCÍA, YOLANDA ADRIANA;T;S4-105;VI;20;22;36;;
FB405;ESTADISTICA APLICADA;V;G;CERNA VALDEZ, YARKO ALVARO;P;S4-208;MA;10;12;36;;
FB405;ESTADISTICA APLICADA;V;G;CERNA VALDEZ, YARKO ALVARO;T;S4-208;VI;10;12;36;;
FB405;ESTADISTICA APLICADA;W;G;CERNA VALDEZ, YARKO ALVARO;P;S4-206;VI;14;16;36;;
FB405;ESTADISTICA APLICADA;W;G;CERNA VALDEZ, YARKO ALVARO;T;S4-202;MA;14;16;36;;
FB405;ESTADISTICA APLICADA;X;G;UBEDA BACA,GERARDO JOSE;P;S4-204;MA;10;12;36;;
FB405;ESTADISTICA APLICADA;X;G;UBEDA BACA,GERARDO JOSE;T;S4-204;VI;10;12;36;;
FB501;MATEMATICA APLICADA;U;G;CUEVA HUANUCO, EDDIE DANNY;P;S4-110;MA;8;10;45;;
FB501;MATEMATICA APLICADA;U;G;CUEVA HUANUCO, EDDIE DANNY;T;S1-327/S4-211;SA;8;10;45;;
FB501;MATEMATICA APLICADA;V;G;SALAZAR FLORES ELIZABETH;P;S4-202;MA;8;10;45;;
FB501;MATEMATICA APLICADA;V;G;SALAZAR FLORES ELIZABETH;T;S1-229/S4-207;VI;8;10;45;;
GE003;TALLER DE PROYECTO DE INVESTIGACIÓN;U;D;EGÚZQUIZA FIGUEROA, MARÍA ENERINA;P;S4-202;LU;16;18;25;;
GE003;TALLER DE PROYECTO DE INVESTIGACIÓN;U;D;EGÚZQUIZA FIGUEROA, MARÍA ENERINA;P;S4-202;MI;16;18;25;;
GE003;TALLER DE PROYECTO DE INVESTIGACIÓN;V;D;CAICEDO BUSTAMANTE, VICTOR ANTONIO;P;S4-110;LU;18;20;25;;
GE003;TALLER DE PROYECTO DE INVESTIGACIÓN;V;D;CAICEDO BUSTAMANTE, VICTOR ANTONIO;P;S4-110;MI;18;20;25;;
GE003;TALLER DE PROYECTO DE INVESTIGACIÓN;W;D;VALDIVIA CAMACHO, GLORIA  ESTHER;P;S4-109;MI;18;20;25;;
GE003;TALLER DE PROYECTO DE INVESTIGACIÓN;W;D;VALDIVIA CAMACHO, GLORIA  ESTHER;P;S4-111;VI;16;18;25;;
GE004;TALLER DE INVESTIGACIÓN;U;D;LAU CARRILLO, CARMEN IVONNE;P;S1-224;LU;18;20;13;;
GE004;TALLER DE INVESTIGACIÓN;U;D;LAU CARRILLO, CARMEN IVONNE;P;S1-224;LU;16;18;13;;
GE004;TALLER DE INVESTIGACIÓN;V;D;ROJAS MENDOZA, DORIS FANNY;P;S1-329;MA;16;18;13;;
GE004;TALLER DE INVESTIGACIÓN;V;D;ROJAS MENDOZA, DORIS FANNY;P;S1-329;MA;18;20;13;;
GE004;TALLER DE INVESTIGACIÓN;W;D;LLANCCE MONDRAGON, LUISA  ;P;S4-112;MA;18;20;13;;
GE004;TALLER DE INVESTIGACIÓN;W;D;LLANCCE MONDRAGON, LUISA  ;P;S4-112;MA;20;22;13;;
GE004;TALLER DE INVESTIGACIÓN;X;D;HUAMANI HUAMANI, GLORIA TERESITA;P;S1-329;LU;20;22;13;;
GE004;TALLER DE INVESTIGACIÓN;X;D;HUAMANI HUAMANI, GLORIA TERESITA;P;S1-329;MI;20;22;13;;
GE004;TALLER DE INVESTIGACIÓN;Y;D;PONCE SÁNCHEZ, CARLOS FIDEL;P;S1-329;JU;18;20;13;;
GE004;TALLER DE INVESTIGACIÓN;Y;D;PONCE SÁNCHEZ, CARLOS FIDEL;P;S1-329;JU;20;22;13;;
GE101;INTRODUCCION A LA INGENIERIA INDUSTRIAL;U;F;VILLANUEVA HERRERA, JOSÉ ALBERTO;P;S4-105;MA;12;14;40;;
GE101;INTRODUCCION A LA INGENIERIA INDUSTRIAL;U;F;VILLANUEVA HERRERA, JOSÉ ALBERTO;T;S4-105;LU;12;14;40;;
GE101;INTRODUCCION A LA INGENIERIA INDUSTRIAL;V;F;MORILLO ROJAS, DANIEL  ;P;S4-110;JU;16;18;40;;
GE101;INTRODUCCION A LA INGENIERIA INDUSTRIAL;V;F;MORILLO ROJAS, DANIEL  ;T;S4-105;MA;16;18;40;;
GE112;TEORIA DE JUEGOS Y LA NEGOCIACION;U;G;PUCCIO QUEVEDO, BRUNO JUAN;P;S4-203;SA;10;12;45;;
GE112;TEORIA DE JUEGOS Y LA NEGOCIACION;U;G;PUCCIO QUEVEDO, BRUNO JUAN;T;S4-203;SA;8;10;45;;
GE113;TALLER DE CONSULTORIA DE EMPRESAS;U;D;OLIVERA PAYANO, RICARDO RICARDO;P;S1-227;JU;20;22;21;;
GE113;TALLER DE CONSULTORIA DE EMPRESAS;U;D;OLIVERA PAYANO, RICARDO RICARDO;T;S1-227;JU;18;20;21;;
GE122;SISTEMA DE COSTOS;U;F;LEYTON DIAZ, VICTOR ADOLFO;P;S4-202;VI;20;22;40;;
GE122;SISTEMA DE COSTOS;U;F;LEYTON DIAZ, VICTOR ADOLFO;T;S4-202;VI;18;20;40;;
GE124;COMERCIO INTERNACIONAL;U;F;VILLANUEVA HERRERA, JOSÉ ALBERTO;P;S1-227;MA;16;18;21;;
GE124;COMERCIO INTERNACIONAL;U;F;VILLANUEVA HERRERA, JOSÉ ALBERTO;T;S1-227;LU;16;18;21;;
GE128;DIAGNOSTICO DE EMPRESAS;U;F;PONCE SÁNCHEZ, CARLOS FIDEL;P;S4-204;LU;18;20;30;;
GE128;DIAGNOSTICO DE EMPRESAS;U;F;PONCE SÁNCHEZ, CARLOS FIDEL;T;S4-204;LU;16;18;30;;
GE501;TEORIA ORGANIZACIONAL;U;F;ROJAS MENDOZA, DORIS FANNY;P;S4-109;MA;14;16;47;;
GE501;TEORIA ORGANIZACIONAL;U;F;ROJAS MENDOZA, DORIS FANNY;T;S4-109;LU;14;16;47;;
GE501;TEORIA ORGANIZACIONAL;V;F;RIZABAL FLORES, ELIANA CECILIA;P;S4-216;MA;20;22;47;;
GE501;TEORIA ORGANIZACIONAL;V;F;RIZABAL FLORES, ELIANA CECILIA;T;S4-216;MA;18;20;47;;
GE502;INGENIERIA DEL TRABAJO I;U;F;EGÚZQUIZA FIGUEROA, MARÍA ENERINA;P;S4-202;JU;10;12;37;;
GE502;INGENIERIA DEL TRABAJO I;U;F;EGÚZQUIZA FIGUEROA, MARÍA ENERINA;T;S4-202;LU;10;12;37;;
GE502;INGENIERIA DEL TRABAJO I;V;F;REVILLA LOAYZA, REYNA ROSARIO;P;S4-109;JU;14;16;37;;
GE502;INGENIERIA DEL TRABAJO I;V;F;REVILLA LOAYZA, REYNA ROSARIO;T;S4-109;JU;12;14;37;;
GE602;CONTABILIDAD FINANCIERA;U;F;LEYTON DIAZ, VICTOR ADOLFO;P;S4-203;VI;16;18;30;;
GE602;CONTABILIDAD FINANCIERA;U;F;LEYTON DIAZ, VICTOR ADOLFO;T;S4-111;JU;16;18;30;;
GE602;CONTABILIDAD FINANCIERA;V;F;FALCONI VASQUEZ, RODOLFO ELÍAS;P;S4-112;JU;16;18;30;;
GE602;CONTABILIDAD FINANCIERA;V;F;FALCONI VASQUEZ, RODOLFO ELÍAS;T;S4-112;MA;16;18;30;;
GE602;CONTABILIDAD FINANCIERA;W;F;LEÓN ZÁRATE, ANA MERCEDES;P;S4-105;JU;8;10;30;;
GE602;CONTABILIDAD FINANCIERA;W;F;LEÓN ZÁRATE, ANA MERCEDES;T;S4-105;JU;10;12;30;;
GE603;INGENIERIA DEL TRABAJO II;U;F;TORRES CORTEZ, JULIO LORENZO;P;S4-111;SA;16;18;45;;
GE603;INGENIERIA DEL TRABAJO II;U;F;TORRES CORTEZ, JULIO LORENZO;T;S4-111;SA;14;16;45;;
GE603;INGENIERIA DEL TRABAJO II;V;F;DELZO ESTEBAN, CESAR ENRIQUE;P;S4-105;LU;16;18;45;;
GE603;INGENIERIA DEL TRABAJO II;V;F;DELZO ESTEBAN, CESAR ENRIQUE;T;S4-105;LU;14;16;45;;
GE604;ADMINISTRACION Y ORGANIZACION;U;F;LLANCCE MONDRAGON, LUISA  ;T;S4-205;LU;14;16;35;;
GE604;ADMINISTRACION Y ORGANIZACION;U;F;LLANCCE MONDRAGON, LUISA  ;P;S4-205;MI;14;16;35;;
GE604;ADMINISTRACION Y ORGANIZACION;V;F;MORILLO ROJAS, DANIEL  ;P;S4-112;JU;18;20;35;;
GE604;ADMINISTRACION Y ORGANIZACION;V;F;MORILLO ROJAS, DANIEL  ;T;S4-105;MI;18;20;35;;
GE604;ADMINISTRACION Y ORGANIZACION;W;F;QUINTEROS CHAVEZ, SILVIO;P;S7-105;MA;14;16;20;;
GE604;ADMINISTRACION Y ORGANIZACION;W;F;QUINTEROS CHAVEZ, SILVIO;T;S7-105;MA;12;14;20;;
GE605;SISTEMA Y GESTION FINANCIERA;U;F;ORIA CHAVARRIA, WILLIAM  ;P;S4-216;MI;16;18;42;;
GE605;SISTEMA Y GESTION FINANCIERA;U;F;ORIA CHAVARRIA, WILLIAM  ;T;S4-210;LU;16;18;42;;
GE605;SISTEMA Y GESTION FINANCIERA;V;F;VALLE SANTOS, JOHN CLERK;P;S4-202;MA;20;22;42;;
GE605;SISTEMA Y GESTION FINANCIERA;V;F;VALLE SANTOS, JOHN CLERK;T;S4-202;MA;18;20;42;;
GE701;LOGISTICA EMPRESARIAL;U;F;HUAMANI HUAMANI, GLORIA TERESITA;P;S4-208;MI;16;18;36;;
GE701;LOGISTICA EMPRESARIAL;U;F;HUAMANI HUAMANI, GLORIA TERESITA;T;S4-208;LU;16;18;36;;
GE701;LOGISTICA EMPRESARIAL;V;F;ZAMORA YANSI RICHARD ISMAEL;P;S4-201;MI;16;18;36;;
GE701;LOGISTICA EMPRESARIAL;V;F;ZAMORA YANSI RICHARD ISMAEL;T;S4-201;MI;14;16;36;;
GE702;INGENIERIA ECONOMICA;U;F;OLIVERA PAYANO, RICARDO ;P;S4-109;MA;20;22;40;;
GE702;INGENIERIA ECONOMICA;U;F;MIRANDA TORRES, CESAR AURELIO;T;S4-109;MA;18;20;40;;
GE702;INGENIERIA ECONOMICA;V;F;OLIVERA PAYANO, RICARDO ;P;S4-110;MA;18;20;40;;
GE702;INGENIERIA ECONOMICA;V;F;MIRANDA TORRES, CESAR AURELIO;T;S4-105;LU;20;22;40;;
GE703;SISTEMAS INTEGRADOS EMPRESARIALES;U;F;ESPINOZA ESPINOZA, JOSE ALFREDO;P;S4-201;LU;20;22;27;;
GE703;SISTEMAS INTEGRADOS EMPRESARIALES;U;F;ESPINOZA ESPINOZA, JOSE ALFREDO;T;S4-201;LU;18;20;27;;
GE703;SISTEMAS INTEGRADOS EMPRESARIALES;V;F;ESPINOZA ESPINOZA, JOSE ALFREDO;P;S4-201;MA;20;22;27;;
GE703;SISTEMAS INTEGRADOS EMPRESARIALES;V;F;ESPINOZA ESPINOZA, JOSE ALFREDO;T;S4-201;MA;18;20;27;;
GE704;CONTABILIDAD DE COSTOS Y PRESUPUESTOS;U;F;FALCONI VASQUEZ, RODOLFO ELÍAS;P;S4-112;VI;16;18;31;;
GE704;CONTABILIDAD DE COSTOS Y PRESUPUESTOS;U;F;FALCONI VASQUEZ, RODOLFO ELÍAS;T;S4-207;LU;16;18;31;;
GE704;CONTABILIDAD DE COSTOS Y PRESUPUESTOS;V;F;LEYTON DIAZ, VICTOR ADOLFO;P;S4-110;JU;20;22;31;;
GE704;CONTABILIDAD DE COSTOS Y PRESUPUESTOS;V;F;LEYTON DIAZ, VICTOR ADOLFO;T;S4-110;JU;18;20;31;;
GE704;CONTABILIDAD DE COSTOS Y PRESUPUESTOS;W;F;ORIA CHAVARRIA, WILLIAM  ;P;S4-202;MI;18;20;31;;
GE704;CONTABILIDAD DE COSTOS Y PRESUPUESTOS;W;F;ORIA CHAVARRIA, WILLIAM  ;T;S4-202;LU;18;20;31;;
GE709;SISTEMAS DE CALIDAD;U;F;CALIZAYA NEYRA, PERCY ANGEL;P;S4-203;MA;20;22;27;;
GE709;SISTEMAS DE CALIDAD;U;F;CALIZAYA NEYRA, PERCY ANGEL;T;S4-203;MA;18;20;27;;
GE709;SISTEMAS DE CALIDAD;V;F;IBAÑEZ SALAZAR, VICTOR MANUEL;P;S4-110;SA;16;18;27;;
GE709;SISTEMAS DE CALIDAD;V;F;IBAÑEZ SALAZAR, VICTOR MANUEL;T;S4-110;SA;14;16;27;;
GE801;PLANEAMIENTO Y GESTION ESTRATEGICA;U;F;ZARATE OTAROLA, LEONIDAS BENITO;P;S4-112;MI;16;18;40;;
GE801;PLANEAMIENTO Y GESTION ESTRATEGICA;U;F;ZARATE OTAROLA, LEONIDAS BENITO;T;S4-112;LU;16;18;40;;
GE801;PLANEAMIENTO Y GESTION ESTRATEGICA;V;F;LLANCCE MONDRAGON, LUISA  ;P;S4-205;MI;16;18;40;;
GE801;PLANEAMIENTO Y GESTION ESTRATEGICA;V;F;LLANCCE MONDRAGON, LUISA  ;T;S4-205;LU;16;18;40;;
GE801;PLANEAMIENTO Y GESTION ESTRATEGICA;W;F;QUINTEROS CHAVEZ, SILVIO;P;S7-106;SA;12;14;20;;
GE801;PLANEAMIENTO Y GESTION ESTRATEGICA;W;F;QUINTEROS CHAVEZ, SILVIO;T;S7-106;SA;10;12;20;;
GE802;GESTION DE LA CADENA DE SUMINISTRO;U;F;ZARATE OTAROLA, LEONIDAS BENITO;P;S4-112;MI;18;20;40;;
GE802;GESTION DE LA CADENA DE SUMINISTRO;U;F;ZARATE OTAROLA, LEONIDAS BENITO;T;S4-112;LU;18;20;40;;
GE802;GESTION DE LA CADENA DE SUMINISTRO;V;F;ESPINOZA ESPINOZA, JOSE ALFREDO;P;S4-214;MI;20;22;40;;
GE802;GESTION DE LA CADENA DE SUMINISTRO;V;F;ESPINOZA ESPINOZA, JOSE ALFREDO;T;S4-214;MI;18;20;40;;
GE803;SISTEMAS ANALITICOS;U;D;ORIA CHAVARRIA, WILLIAM  ;P;S4-205;JU;18;20;30;;
GE803;SISTEMAS ANALITICOS;U;D;ORIA CHAVARRIA, WILLIAM  ;P;S4-205;JU;20;22;30;;
GE803;SISTEMAS ANALITICOS;V;D;ZAMORA YANSI RICHARD ISMAEL;P;S4-202;SA;8;10;30;;
GE803;SISTEMAS ANALITICOS;V;D;ZAMORA YANSI RICHARD ISMAEL;P;S4-202;SA;10;12;30;;
GE805;MERCADOTECNIA;U;F;ESPINOZA ESPINOZA, JOSE ALFREDO;P;S4-214;JU;20;22;42;;
GE805;MERCADOTECNIA;U;F;ESPINOZA ESPINOZA, JOSE ALFREDO;T;S4-214;JU;18;20;42;;
GE805;MERCADOTECNIA;V;F;MALPARTIDA GUTIERREZ JORGE NELSON;P;S4-111;MA;20;22;42;;
GE805;MERCADOTECNIA;V;F;MALPARTIDA GUTIERREZ JORGE NELSON;T;S4-111;MA;18;20;42;;
GE901;INNOVACION Y EMPRENDIMIENTO DE NEGOCIOS;U;F;PONCE SÁNCHEZ, CARLOS FIDEL;P;S4-208;MA;18;20;30;;
GE901;INNOVACION Y EMPRENDIMIENTO DE NEGOCIOS;U;F;PONCE SÁNCHEZ, CARLOS FIDEL;T;S4-208;MA;16;18;30;;
GE901;INNOVACION Y EMPRENDIMIENTO DE NEGOCIOS;V;F;VILLANUEVA HERRERA, JOSÉ ALBERTO;P;S4-211;MI;16;18;30;;
GE901;INNOVACION Y EMPRENDIMIENTO DE NEGOCIOS;V;F;VILLANUEVA HERRERA, JOSÉ ALBERTO;T;S4-211;MA;18;20;30;;
GE902;DISEÑO Y EVALUACION DE PROYECTOS;U;F;FLORES CISNEROS, ERNESTO ROBINSON;P;S4-206;VI;16;18;37;;
GE902;DISEÑO Y EVALUACION DE PROYECTOS;U;F;FLORES CISNEROS, ERNESTO ROBINSON;T;S4-206;MI;16;18;37;;
GE902;DISEÑO Y EVALUACION DE PROYECTOS;V;F;LINARES VALENCIA, JOSE ANTONIO;P;S4-214;VI;16;18;37;;
GE902;DISEÑO Y EVALUACION DE PROYECTOS;V;F;LINARES VALENCIA, JOSE ANTONIO;T;S4-210;JU;16;18;37;;
GE902;DISEÑO Y EVALUACION DE PROYECTOS;W;F;TRIGO PÉREZ, CARLOS ALFREDO;P;S1-129;MI;10;12;37;;
GE902;DISEÑO Y EVALUACION DE PROYECTOS;W;F;TRIGO PÉREZ, CARLOS ALFREDO;T;S1-129;MI;8;10;37;;
GE903;GESTION DEL TALENTO HUMANO;U;F;CAICEDO BUSTAMANTE, VICTOR ANTONIO;P;S4-105;MI;16;18;20;;
GE903;GESTION DEL TALENTO HUMANO;U;F;CAICEDO BUSTAMANTE, VICTOR ANTONIO;T;S4-110;LU;16;18;20;;
GE903;GESTION DEL TALENTO HUMANO;V;F;MORILLO ROJAS, DANIEL  ;P;S4-111;JU;20;22;20;;
GE903;GESTION DEL TALENTO HUMANO;V;F;MORILLO ROJAS, DANIEL  ;T;S4-105;MA;20;22;20;;
GE905;PLANEAMIENTO Y CONTROL DE OPERACIONES;U;F;VALLE SANTOS, JOHN CLERK;P;S1-229;JU;16;18;26;;
GE905;PLANEAMIENTO Y CONTROL DE OPERACIONES;U;F;VALLE SANTOS, JOHN CLERK;T;S1-229;JU;18;20;26;;
GE905;PLANEAMIENTO Y CONTROL DE OPERACIONES;V;F;LEYVA EUSEBIO, JOSE ALBERTO;P;S1-126;VI;20;22;32;;
GE905;PLANEAMIENTO Y CONTROL DE OPERACIONES;V;F;LEYVA EUSEBIO, JOSE ALBERTO;T;S1-126;MA;20;22;32;;
GE906;GESTION FINANCIERA;U;F;FLORES CISNEROS, ERNESTO ROBINSON;P;S4-206;MA;16;18;30;;
GE906;GESTION FINANCIERA;U;F;FLORES CISNEROS, ERNESTO ROBINSON;T;S4-206;JU;16;18;30;;
GE906;GESTION FINANCIERA;V;F;ZAMORA MONTERO, WALTER FERNANDO;P;S4-214;MA;20;22;30;;
GE906;GESTION FINANCIERA;V;F;ZAMORA MONTERO, WALTER FERNANDO;T;S4-214;MA;18;20;30;;
GE906;GESTION FINANCIERA;W;F;LINARES VALENCIA, JOSE ANTONIO;P;S4-203;LU;18;20;30;;
GE906;GESTION FINANCIERA;W;F;LINARES VALENCIA, JOSE ANTONIO;T;S4-203; LU;16;18;30;;
HU102;DESARROLLO PERSONAL;U;D;CHAVARRI ARCE, RAQUEL MARTHA;P;S4-109;LU;8;12;45;;
HU102;DESARROLLO PERSONAL;V;D;CAMPANA AÑASCO, RILDO  ;P;S4-205;VI;8;12;45;;
HU102;DESARROLLO PERSONAL;W;D;HIROMOTO HIROMOTO, FELIPE TSUTOMU;P;S4-202;VI;14;18;45;;
HU102;DESARROLLO PERSONAL;X;D;ROJAS MENDOZA, DORIS FANNY;P;S4-109;VI;16;20;45;;
HU102;DESARROLLO PERSONAL;Y;D;GOMEZ ESPINOZA, LUISA VIVIANA;P;S4-216;MA;8;12;45;;
HU102;DESARROLLO PERSONAL;Z;D;GOMEZ ESPINOZA, LUISA VIVIANA;P;S4-109;VI;8;12;45;;
HU111;LEGISLACION EMPRESARIAL Y TRIBUTARIA;U;B;HUERTA ORTEGA, JAVIER ARMANDO;T;S7-104;MA;14;16;40;;
HU111;LEGISLACION EMPRESARIAL Y TRIBUTARIA;V;B;HUERTA ORTEGA, JAVIER ARMANDO;T;S7-104;MI;16;18;40;;
HU111;LEGISLACION EMPRESARIAL Y TRIBUTARIA;W;B;FISFALEN HUERTA, MARIO HEINRICH;T;S7-105;VI;12;14;40;;
HU112;COMPORTAMIENTO ORGANIZACIONAL;U;D;VALDIVIA CAMACHO, GLORIA  ESTHER;P;S4-111;LU;17;19;36;;
HU112;COMPORTAMIENTO ORGANIZACIONAL;U;D;VALDIVIA CAMACHO, GLORIA  ESTHER;T;S4-111;LU;16;17;36;;
HU201;SOCIOLOGIA;U;B;CHAVARRI ARCE, RAQUEL MARTHA;T;S4-105;MA;14;16;40;;
