codigo_curso;nombre_curso;seccion;evaluacion;nombre_docente;tipo;aula;dia;inicio;fin;vacantes;;
HU201;SOCIOLOGIA;V;B;SANCHEZ HUARINGA, CARLOS  ;T;S4-208;VI;14;16;40;;
HU301;METODOLOGIA DE LA INVESTIGACION;U;D;KRAJNIK STULIN, FRANCO LUCIANO;P;S4-105;JU;12;14;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;U;D;KRAJNIK STULIN, FRANCO LUCIANO;T;S4-216;LU;10;12;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;V;D;FLORES CISNEROS, ERNESTO ROBINSON;P;S4-207;JU;10;12;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;V;D;FLORES CISNEROS, ERNESTO ROBINSON;T;S4-207;VI;12;14;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;W;D;LESCANO AVILA, LUIS ALBERTO;P;S4-105;JU;14;16;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;W;D;LESCANO AVILA, LUIS ALBERTO;T;S4-214;LU;14;16;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;X;D;HUAMANI HUAMANI, GLORIA TERESITA;P;S4-202;JU;14;16;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;X;D;HUAMANI HUAMANI, GLORIA TERESITA;T;S4-201;MA;14;16;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;Y;D;FALCONI VASQUEZ, RODOLFO ELÍAS;P;S4-105;VI;18;20;31;;
HU301;METODOLOGIA DE LA INVESTIGACION;Y;D;FALCONI VASQUEZ, RODOLFO ELÍAS;T;S4-109;JU;18;20;31;;
HU501;TALLER DE EFECTIVIDAD PERSONAL ;U;D;HIROMOTO HIROMOTO, FELIPE TSUTOMU;P;S4-214;VI;10;12;40;;
HU501;TALLER DE EFECTIVIDAD PERSONAL ;U;D;HIROMOTO HIROMOTO, FELIPE TSUTOMU;T;S4-214;VI;8;10;40;;
IA001;INTRODUCCIÓN A LA INGENIERÍA ARTIFICIAL;U;G;OPORTO DIAZ,  SAMUEL ALONSO;P;S1-129;LU;9;11;30;;
IA001;INTRODUCCIÓN A LA INGENIERÍA ARTIFICIAL;U;G;OPORTO DIAZ,  SAMUEL ALONSO;T;S1-129;LU;8;9;30;;
SI036;TALLER DE INVESTIGACION;U;D;TOCTO INGA PAUL MILLER  ;P;S1-224;MA;18;22;10;;
SI036;TALLER DE INVESTIGACION;V;D;UN JAN LIAU HING,  EMILIO ALBERTO;P;S1-329;VI;18;22;10;;
SI036;TALLER DE INVESTIGACION;W;D;ARADIEL CASTAÑEDA,  HILARIO;P;S1-224;VI;18;22;10;;
SI036;TALLER DE INVESTIGACION;X;D;RODRIGUEZ RAFAEL,  GLEN DARIO;P;S4-204;MA;18;22;10;;
SI055;GESTION DE PROYECTOS;U;D;CANCHANO CARO,  JAVIER TOLENTINO;P;S4-208;MI;20;22;23;;
SI055;GESTION DE PROYECTOS;U;D;CANCHANO CARO,  JAVIER TOLENTINO;P;S4-208;MI;18;20;23;;
SI055;GESTION DE PROYECTOS;V;D;GUZMAN YANGATO,  JORGE FERNANDO;P;S4-209;MI;18;20;23;;
SI055;GESTION DE PROYECTOS;V;D;GUZMAN YANGATO,  JORGE FERNANDO;P;S4-209;MI;20;22;23;;
SI075;AUDITORIA DE SISTEMAS;U;F;ARTEAGA CORTEZ,  HUMBERTO URBANO;P;S7-105;SA;16;18;25;;
SI075;AUDITORIA DE SISTEMAS;U;F;ARTEAGA CORTEZ,  HUMBERTO URBANO;T;S7-105;SA;14;16;25;;
SI075;AUDITORIA DE SISTEMAS;V;F;LINAREZ COLOMA,  HUMBERTO VICTOR;P;S7-105;SA;12;14;24;;
SI075;AUDITORIA DE SISTEMAS;V;F;LINAREZ COLOMA,  HUMBERTO VICTOR;T;S7-105;LU;20;22;24;;
SI077;INTELIGENCIA ARTIFICIAL;U;G;AUDANTE RAMOS,  NESTOR RAFAEL;P;S1-229;SA;14;16;26;;
SI077;INTELIGENCIA ARTIFICIAL;U;G;AUDANTE RAMOS,  NESTOR RAFAEL;T;S1-229;JU;20;22;26;;
SI085;APLICACION DE NEGOCIOS ELECTRONICOS;U;F;LINAREZ COLOMA,  HUMBERTO VICTOR;P;S4-213;SA;10;12;24;;
SI085;APLICACION DE NEGOCIOS ELECTRONICOS;U;F;LINAREZ COLOMA,  HUMBERTO VICTOR;T;S4-109;SA;8;10;24;;
SI085;APLICACION DE NEGOCIOS ELECTRONICOS;V;F;RAMOS MORENO,  JAIME IGNACIO;P;S4-216;LU;20;22;24;;
SI085;APLICACION DE NEGOCIOS ELECTRONICOS;V;F;RAMOS MORENO,  JAIME IGNACIO;T;S4-216;LU;18;20;24;;
SI095;INGENIERIA EMPRESARIAL;U;D;LLANOS PANDURO,  JORGE DANIEL;P;S2-140;MA;18;20;21;;
SI095;INGENIERIA EMPRESARIAL;U;D;LLANOS PANDURO,  JORGE DANIEL;T;S2-140;LU;18;20;21;;
SI095;INGENIERIA EMPRESARIAL;V;D;MELGAREJO SOLIS,  RONALD ALFONSO;P;S4-203;JU;20;22;21;;
SI095;INGENIERIA EMPRESARIAL;V;D;MELGAREJO SOLIS,  RONALD ALFONSO;T;S4-203;JU;18;20;21;;
SI101;INTRODUCCION AL PENSAMIENTO Y A LA INGENIERIA DE SISTEMAS;U;F;GUZMAN YANGATO,  JORGE FERNANDO;P;S4-205;MA;10;12;45;;
SI101;INTRODUCCION AL PENSAMIENTO Y A LA INGENIERIA DE SISTEMAS;U;F;GUZMAN YANGATO,  JORGE FERNANDO;T;S4-205;MA;8;10;45;;
SI101;INTRODUCCION AL PENSAMIENTO Y A LA INGENIERIA DE SISTEMAS;V;F;SALAS CORDERO,  ROCIO GUADALUPE;P;S4-111;MA;10;12;45;;
SI101;INTRODUCCION AL PENSAMIENTO Y A LA INGENIERIA DE SISTEMAS;V;F;SALAS CORDERO,  ROCIO GUADALUPE;T;S4-111;MA;8;10;45;;
SI111;TEORIA DE DECISIONES;U;F;LUJÁN CAMPOS,  LUIS ALBERTO;P;S1-126;VI;18;20;26;;
SI111;TEORIA DE DECISIONES;U;F;LUJÁN CAMPOS,  LUIS ALBERTO;T;S1-226;LU;18;20;26;;
SI114;BASE DE DATOS;U;F;SANCHEZ ESPINOZA,  JAVIER CONCEPCIÓN;P;S1-227;MI;20;22;21;;
SI114;BASE DE DATOS;U;F;SANCHEZ ESPINOZA,  JAVIER CONCEPCIÓN;T;S1-227;LU;20;22;21;;
SI130;GESTION DE LA INFORMACION;U;F;GUZMAN YANGATO,  JORGE FERNANDO;P;S4-203;MI;16;18;40;;
SI130;GESTION DE LA INFORMACION;U;F;GUZMAN YANGATO,  JORGE FERNANDO;T;S4-203;MA;16;18;40;;
SI150;ANALITICA DE DATOS;U;F;ARADIEL CASTAÑEDA,  HILARIO;P;S1-124;MA;20;22;23;;
SI150;ANALITICA DE DATOS;U;F;ARADIEL CASTAÑEDA,  HILARIO;T;S1-124;MA;18;20;23;;
SI150;ANALITICA DE DATOS;V;F;OPORTO DIAZ,  SAMUEL ALONSO;P;S1-229;MA;18;20;26;;
SI150;ANALITICA DE DATOS;V;F;OPORTO DIAZ,  SAMUEL ALONSO;T;S1-229;MA;20;22;26;;
SI155;CIBERSEGURIDAD;U;F;BORJA ROSALES,  RUBÉN ARTURO;P;S1-126;MA;14;16;32;;
SI155;CIBERSEGURIDAD;U;F;BORJA ROSALES,  RUBÉN ARTURO;T;LAB-O;JU;16;18;32;;
SI201;PSICOLOGIA SISTEMICA;U;G;OCROSPOMA PELLA,  MARIA PATRICIA ;P;S4-112;VI;8;10;34;;
SI201;PSICOLOGIA SISTEMICA;U;G;OCROSPOMA PELLA,  MARIA PATRICIA ;T;S4-112;VI;10;12;34;;
SI201;PSICOLOGIA SISTEMICA;V;G;OCROSPOMA PELLA,  MARIA PATRICIA;P;AUDIOV;SA;10;12;34;;
SI201;PSICOLOGIA SISTEMICA;V;G;OCROSPOMA PELLA,  MARIA PATRICIA;T;AUDIOV;SA;8;10;34;;
SI203;TEORIA Y CIENCIA DE SISTEMAS;U;F;CANCHANO CARO,  JAVIER TOLENTINO;P;S4-202;JU;20;22;38;;
SI203;TEORIA Y CIENCIA DE SISTEMAS;U;F;CANCHANO CARO,  JAVIER TOLENTINO;T;S4-202;JU;18;20;38;;
SI203;TEORIA Y CIENCIA DE SISTEMAS;V;F;LLANOS PANDURO,  JORGE DANIEL;P;S2-140;MA;16;18;38;;
SI203;TEORIA Y CIENCIA DE SISTEMAS;V;F;LLANOS PANDURO,  JORGE DANIEL;T;S2-140;LU;16;18;38;;
SI204;TEORIA GENERAL DE SISTEMAS;U;F;FISFALEN HUERTA,  MARIO HEINRICH;T;S4-207;MI;8;10;30;;
SI204;TEORIA GENERAL DE SISTEMAS;V;F;ANTAURCO TRUJILLO,  JESÚS WALTER;T;S4-205;LU;18;20;30;;
SI204;TEORIA GENERAL DE SISTEMAS;W;F;LUJÁN CAMPOS,  LUIS ALBERTO;T;S4-111;VI;14;16;30;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;U;F;SOTELO VILLENA,  JUAN CARLOS;P;S1-229;MA;8;10;26;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;U;F;SOTELO VILLENA,  JUAN CARLOS;T;S1-229;MI;14;16;26;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;V;F;ACOSTA DE LA CRUZ,  PEDRO RAUL;P;S1-129;MA;8;10;39;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;V;F;ACOSTA DE LA CRUZ,  PEDRO RAUL;T;S1-129;VI;8;10;39;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;W;F;COSSA CABANILLAS,  JESUS ALBERTO;P;S1-126;MA;10;12;32;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;W;F;COSSA CABANILLAS,  JESUS ALBERTO;T;S1-126;MA;8;10;32;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;X;F;COSSA CABANILLAS,  JESUS ALBERTO;P;S1-229;JU;10;12;26;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;X;F;COSSA CABANILLAS,  JESUS ALBERTO;T;S1-229;JU;8;10;26;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;Y;F;TORRE CAMONES,  ANIVAL ALFREDO;P;S1-226;MA;10;12;26;;
SI205;ALGORITMIA Y ESTRUCTURA DE DATOS;Y;F;TORRE CAMONES,  ANIVAL ALFREDO;T;S1-226;MA;8;10;26;;
SI207;SISTEMAS BIOLOGICOS Y ECOLOGICOS;U;G;OBANDO CHAVEZ,  PAMELA MARUJA;P;S4-109;VI;13;15;42;;
SI207;SISTEMAS BIOLOGICOS Y ECOLOGICOS;U;G;OBANDO CHAVEZ,  PAMELA MARUJA;T;S4-109;VI;12;13;42;;
SI207;SISTEMAS BIOLOGICOS Y ECOLOGICOS;V;G;OBANDO CHAVEZ,  PAMELA MARUJA;P;AUDIOV;VI;16;18;42;;
SI207;SISTEMAS BIOLOGICOS Y ECOLOGICOS;V;G;OBANDO CHAVEZ,  PAMELA MARUJA;T;AUDIOV;VI;15;16;42;;
SI301;TEORIA Y CIENCIA DE SISTEMAS APLICADA;U;G;FISFALEN HUERTA,  MARIO HEINRICH;P;S4-207;MI;11;13;42;;
SI301;TEORIA Y CIENCIA DE SISTEMAS APLICADA;U;G;FISFALEN HUERTA,  MARIO HEINRICH;T;S4-207;MI;10;11;42;;
SI301;TEORIA Y CIENCIA DE SISTEMAS APLICADA;V;G;SALAS CORDERO,  ROCIO GUADALUPE;P;S4-105;VI;16;18;42;;
SI301;TEORIA Y CIENCIA DE SISTEMAS APLICADA;V;G;SALAS CORDERO,  ROCIO GUADALUPE;T;S4-105;VI;15;16;42;;
SI302;PROGRAMACION ORIENTADA A OBJETOS;U;F;LÓPEZ VILLANUEVA,  PABLO EDWIN;P;S1-124;MA;9;13;23;;
SI302;PROGRAMACION ORIENTADA A OBJETOS;U;F;LÓPEZ VILLANUEVA,  PABLO EDWIN;T;S1-124;MA;8;9;23;;
SI302;PROGRAMACION ORIENTADA A OBJETOS;V;F;CORONEL CASTILLO,  ERIC GUSTAVO;P;LAB-O;VI;9;13;45;;
SI302;PROGRAMACION ORIENTADA A OBJETOS;V;F;CORONEL CASTILLO,  ERIC GUSTAVO;T;LAB-O;VI;8;9;45;;
SI302;PROGRAMACION ORIENTADA A OBJETOS;W;F;LÓPEZ VILLANUEVA,  PABLO EDWIN;P;S1-226;JU;9;13;26;;
SI302;PROGRAMACION ORIENTADA A OBJETOS;W;F;LÓPEZ VILLANUEVA,  PABLO EDWIN;T;S1-226;JU;8;9;26;;
SI401;LENGUAJE DE PROGRAMACION;U;F;CORDOVA NERI,  TEODORO LUCIANO;P;S1-226;VI;8;10;26;;
SI401;LENGUAJE DE PROGRAMACION;U;F;CORDOVA NERI,  TEODORO LUCIANO;T;S1-226;LU;8;10;26;;
SI401;LENGUAJE DE PROGRAMACION;V;F;CORONEL CASTILLO,  ERIC GUSTAVO;P;S1-226;LU;12;14;26;;
SI401;LENGUAJE DE PROGRAMACION;V;F;CORONEL CASTILLO,  ERIC GUSTAVO;T;S1-226;LU;10;12;26;;
SI401;LENGUAJE DE PROGRAMACION;W;F;CORDOVA NERI,  TEODORO LUCIANO;P;S1-229;VI;10;12;26;;
SI401;LENGUAJE DE PROGRAMACION;W;F;CORDOVA NERI,  TEODORO LUCIANO;T;S1-229;LU;10;12;26;;
SI403;METODOLOGIA DE LOS SISTEMAS BLANDOS;U;G;FISFALEN HUERTA,  MARIO HEINRICH;P;S4-209;VI;10;12;38;;
SI403;METODOLOGIA DE LOS SISTEMAS BLANDOS;U;G;FISFALEN HUERTA,  MARIO HEINRICH;T;S4-209;VI;8;10;38;;
SI403;METODOLOGIA DE LOS SISTEMAS BLANDOS;V;G;SALAS COZ,  ERWIN ERASMO;P;S4-112;SA;10;12;38;;
SI403;METODOLOGIA DE LOS SISTEMAS BLANDOS;V;G;SALAS COZ,  ERWIN ERASMO;T;S4-112;SA;8;10;38;;
SI403;METODOLOGIA DE LOS SISTEMAS BLANDOS;W;G;SALAS CORDERO,  ROCIO GUADALUPE;P;S4-206;LU;16;18;38;;
SI403;METODOLOGIA DE LOS SISTEMAS BLANDOS;W;G;SALAS CORDERO,  ROCIO GUADALUPE;T;S4-206;LU;14;16;38;;
SI405;MODELADO CONCEPTUAL DE DATOS;U;F;REYNA MONTEVERDE,  TINO EDUARDO;P;S4-207;MA;20;22;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;U;F;REYNA MONTEVERDE,  TINO EDUARDO;T;S4-207;MA;18;20;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;V;F;RODRIGUEZ RAFAEL,  GLEN DARIO;P;AUDIOV;LU;20;22;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;V;F;RODRIGUEZ RAFAEL,  GLEN DARIO;T;AUDIOV;LU;18;20;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;W;F;REYNA MONTEVERDE,  TINO EDUARDO;P;S4-201;JU;18;20;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;W;F;REYNA MONTEVERDE,  TINO EDUARDO;T;S4-201;JU;20;22;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;X;F;RODRIGUEZ RAFAEL,  GLEN DARIO;P;AUDIOV;MA;16;18;45;;
SI405;MODELADO CONCEPTUAL DE DATOS;X;F;RODRIGUEZ RAFAEL,  GLEN DARIO;T;AUDIOV;LU;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;U;F;CANELO SOTELO,  CÉSAR ALDO;P;S4-105;MA;18;20;45;;
SI501;INVESTIGACION DE OPERACIONES I;U;F;CANELO SOTELO,  CÉSAR ALDO;T;S4-110;MI;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;V;F;MEDINA AQUINO,  LUIS FELIPE;P;S4-105;JU;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;V;F;MEDINA AQUINO,  LUIS FELIPE;T;S4-110;MA;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;W;F;MEDINA AQUINO,  LUIS FELIPE;P;S4-111;JU;18;20;45;;
SI501;INVESTIGACION DE OPERACIONES I;W;F;MEDINA AQUINO,  LUIS FELIPE;T;S4-111;MI;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;X;F;OPORTO DIAZ,  SAMUEL ALONSO;P;S4-109;LU;12;14;45;;
SI501;INVESTIGACION DE OPERACIONES I;X;F;OPORTO DIAZ,  SAMUEL ALONSO;T;S4-212;MA;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;Y;F;ULFE VEGA,  LUIS ALBERTO;P;S4-105;SA;16;18;45;;
SI501;INVESTIGACION DE OPERACIONES I;Y;F;ULFE VEGA,  LUIS ALBERTO;T;S4-105;SA;14;16;45;;
SI503;INGENIERIA DE PROCESOS;U;F;HUARCAYA JUNES,  ALEJANDRINA NELLY;P;S4-212;LU;12;14;45;;
SI503;INGENIERIA DE PROCESOS;U;F;HUARCAYA JUNES,  ALEJANDRINA NELLY;T;S4-212;LU;10;12;45;;
SI503;INGENIERIA DE PROCESOS;V;F;RIZABAL FLORES,  ELIANA CECILIA;P;S4-201;SA;10;12;45;;
SI503;INGENIERIA DE PROCESOS;V;F;RIZABAL FLORES,  ELIANA CECILIA;T;S4-201;SA;8;10;45;;
SI503;INGENIERIA DE PROCESOS;W;F;MOLINA ESTACIO,  NINOSKA;P;S4-206;VI;20;22;45;;
SI503;INGENIERIA DE PROCESOS;W;F;MOLINA ESTACIO,  NINOSKA;T;S4-206;VI;18;20;45;;
SI503;INGENIERIA DE PROCESOS;X;F;TALAVERANO GARCÍA,  JULIO CESAR;P;S4-205;VI;20;22;45;;
SI503;INGENIERIA DE PROCESOS;X;F;TALAVERANO GARCÍA,  JULIO CESAR;T;S4-205;VI;18;20;45;;
SI505;DISEÑO DE BASE DE DATOS;U;F;REYNA MONTEVERDE,  TINO EDUARDO;P;S4-206;MI;20;22;40;;
SI505;DISEÑO DE BASE DE DATOS;U;F;REYNA MONTEVERDE,  TINO EDUARDO;T;S4-206;MI;18;20;40;;
SI505;DISEÑO DE BASE DE DATOS;V;F;LINAREZ COLOMA,  HUMBERTO VICTOR;P;S4-213;LU;18;20;40;;
SI505;DISEÑO DE BASE DE DATOS;V;F;LINAREZ COLOMA,  HUMBERTO VICTOR;T;S4-213;LU;16;18;40;;
SI505;DISEÑO DE BASE DE DATOS;W;F;LINAREZ COLOMA,  HUMBERTO VICTOR;P;S4-105;VI;10;12;40;;
SI505;DISEÑO DE BASE DE DATOS;W;F;LINAREZ COLOMA,  HUMBERTO VICTOR;T;S4-105;VI;8;10;40;;
SI601;INVESTIGACION DE OPERACIONES II;U;F;CANELO SOTELO,  CÉSAR ALDO;P;S4-109;JU;16;18;44;;
SI601;INVESTIGACION DE OPERACIONES II;U;F;CANELO SOTELO,  CÉSAR ALDO;T;S4-109;MA;16;18;44;;
SI601;INVESTIGACION DE OPERACIONES II;V;F;LUJÁN CAMPOS,  LUIS ALBERTO;P;LAB-O;VI;16;18;44;;
SI601;INVESTIGACION DE OPERACIONES II;V;F;LUJÁN CAMPOS,  LUIS ALBERTO;T;S4-201;LU;16;18;44;;
SI601;INVESTIGACION DE OPERACIONES II;W;F;MEDINA AQUINO,  LUIS FELIPE;P;S4-209;JU;10;12;44;;
SI601;INVESTIGACION DE OPERACIONES II;W;F;MEDINA AQUINO,  LUIS FELIPE;T;S4-209;MA;10;12;44;;
SI601;INVESTIGACION DE OPERACIONES II;X;F;CANELO SOTELO,  CÉSAR ALDO;P;S4-211;JU;18;20;44;;
SI601;INVESTIGACION DE OPERACIONES II;X;F;CANELO SOTELO,  CÉSAR ALDO;T;S4-203;MI;18;20;44;;
SI602;DINAMICA DE SISTEMAS;U;D;MÉNDEZ VALDIVIA,  CELEDONIO;P;S1-126;JU;18;20;32;;
SI602;DINAMICA DE SISTEMAS;U;D;MÉNDEZ VALDIVIA,  CELEDONIO;T;S1-126;JU;16;18;32;;
SI602;DINAMICA DE SISTEMAS;V;D;LLANOS PANDURO,  JORGE DANIEL;P;S2-140;MA;14;16;30;;
SI602;DINAMICA DE SISTEMAS;V;D;LLANOS PANDURO,  JORGE DANIEL;T;S2-140;LU;14;16;30;;
SI602;DINAMICA DE SISTEMAS;W;D;MÉNDEZ VALDIVIA,  CELEDONIO;T;S1-229;LU;14;16;26;;
SI602;DINAMICA DE SISTEMAS;W;D;MÉNDEZ VALDIVIA,  CELEDONIO;T;S1-229;LU;16;18;26;;
SI603;MODELADO DE PROCESOS DE CICLO DE VIDA DE SISTEMAS;U;F;NAVARRO NEYRA,  MIGUEL ANGEL;P;S4-215;LU;20;22;43;;
SI603;MODELADO DE PROCESOS DE CICLO DE VIDA DE SISTEMAS;U;F;NAVARRO NEYRA,  MIGUEL ANGEL;T;S4-215;LU;18;20;43;;
SI603;MODELADO DE PROCESOS DE CICLO DE VIDA DE SISTEMAS;V;F;RODRÍGUEZ ULLOA,  RICARDO AURELIO ;P;S4-211;MI;18;20;43;;
SI603;MODELADO DE PROCESOS DE CICLO DE VIDA DE SISTEMAS;V;F;RODRÍGUEZ ULLOA,  RICARDO AURELIO ;T;S4-211;MI;20;22;43;;
SI604;ANALISIS Y DISEÑO DE SISTEMAS;U;F;ANTAURCO TRUJILLO,  JESÚS WALTER;P;LAB-O;MI;18;20;45;;
SI604;ANALISIS Y DISEÑO DE SISTEMAS;U;F;ANTAURCO TRUJILLO,  JESÚS WALTER;P;LAB-O;MI;20;22;45;;
SI604;ANALISIS Y DISEÑO DE SISTEMAS;U;F;ANTAURCO TRUJILLO,  JESÚS WALTER;T;S4-205;LU;20;22;45;;
SI604;ANALISIS Y DISEÑO DE SISTEMAS;V;F;NAVARRO NEYRA,  MIGUEL ANGEL;P;S1-129;LU;16;18;32;;
SI604;ANALISIS Y DISEÑO DE SISTEMAS;V;F;NAVARRO NEYRA,  MIGUEL ANGEL;P;S1-129;JU;14;16;32;;
SI604;ANALISIS Y DISEÑO DE SISTEMAS;V;F;NAVARRO NEYRA,  MIGUEL ANGEL;T;S1-129;LU;14;16;32;;
SI605;ARQUITECTURA EMPRESARIAL;U;F;ALIAGA VILCHEZ,  TOBIAS ENRIQUE;P;LAB O;VI;20;22;42;;
SI605;ARQUITECTURA EMPRESARIAL;U;F;ALIAGA VILCHEZ,  TOBIAS ENRIQUE;T;S4-203;VI;18;20;42;;
SI605;ARQUITECTURA EMPRESARIAL;V;F;MORI LEON,  NILTON CESAR;P;S4-216;SA;10;12;42;;
SI605;ARQUITECTURA EMPRESARIAL;V;F;MORI LEON,  NILTON CESAR;T;S4-216;SA;8;10;42;;
SI607;ARQUITECTURA COMPUTACIONAL Y REDES;U;F;BORJA ROSALES,  RUBÉN ARTURO;P;LAB-O;JU;14;16;45;;
SI607;ARQUITECTURA COMPUTACIONAL Y REDES;U;F;BORJA ROSALES,  RUBÉN ARTURO;T;LAB-O;LU;14;16;45;;
SI607;ARQUITECTURA COMPUTACIONAL Y REDES;V;F;NN;P;S1-126;VI;14;16;32;;
SI607;ARQUITECTURA COMPUTACIONAL Y REDES;V;F;NN;T;S1-126;MI;14;16;32;;
SI701;MODELADO SISTEMICO Y SIMULACION;U;F;SOTELO VILLENA,  JUAN CARLOS;P;S1-129;LU;20;22;39;;
SI701;MODELADO SISTEMICO Y SIMULACION;U;F;SOTELO VILLENA,  JUAN CARLOS;T;S1-129;LU;18;20;39;;
SI701;MODELADO SISTEMICO Y SIMULACION;V;F;ZULOAGA ROTTA,  LUIS ALBERTO;P;LAB-O;MA;16;18;45;;
SI701;MODELADO SISTEMICO Y SIMULACION;V;F;ZULOAGA ROTTA,  LUIS ALBERTO;T;LAB-O;MA;14;16;45;;
SI701;MODELADO SISTEMICO Y SIMULACION;W;F;TORRE CAMONES,  ANIVAL ALFREDO;P;LAB-O;JU;20;22;45;;
SI701;MODELADO SISTEMICO Y SIMULACION;W;F;TORRE CAMONES,  ANIVAL ALFREDO;T;LAB-O;JU;18;20;45;;
SI701;MODELADO SISTEMICO Y SIMULACION;X;F;TORRE CAMONES,  ANIVAL ALFREDO;P;S1-129;MI;18;20;39;;
SI701;MODELADO SISTEMICO Y SIMULACION;X;F;TORRE CAMONES,  ANIVAL ALFREDO;P;S1-129;MI;20;22;39;;
SI702;TALLER DE DINAMICA DE SISTEMAS;U;D;CORDOVA NERI,  TEODORO LUCIANO;P;S1-226;VI;16;18;26;;
SI702;TALLER DE DINAMICA DE SISTEMAS;U;D;CORDOVA NERI,  TEODORO LUCIANO;P;S1-226;JU;16;18;26;;
SI702;TALLER DE DINAMICA DE SISTEMAS;V;D;MÉNDEZ VALDIVIA,  CELEDONIO;P;S1-229;MI;16;18;26;;
SI702;TALLER DE DINAMICA DE SISTEMAS;V;D;MÉNDEZ VALDIVIA,  CELEDONIO;P;S1-229;MI;18;20;26;;
SI704;GESTION DE LA INGENIERIA DE SISTEMAS;U;F;VALENZUELA POSADAS,  JORGE MARTIN;P;S4-209;JU;20;22;29;;
SI704;GESTION DE LA INGENIERIA DE SISTEMAS;U;F;VALENZUELA POSADAS,  JORGE MARTIN;T;S4-209;JU;18;20;29;;
SI704;GESTION DE LA INGENIERIA DE SISTEMAS;V;F;ESPINOZA FALCON,  LUIS ALBERTO;P;S4-208;JU;20;22;29;;
SI704;GESTION DE LA INGENIERIA DE SISTEMAS;V;F;ESPINOZA FALCON,  LUIS ALBERTO;T;S4-208;JU;18;20;29;;
SI705;ESTANDARES DE LA INGENIERIA DE SISTEMAS;U;F;NAVARRO NEYRA,  MIGUEL ANGEL;P;S1-129;LU;12;14;29;;
SI705;ESTANDARES DE LA INGENIERIA DE SISTEMAS;U;F;NAVARRO NEYRA,  MIGUEL ANGEL;T;S1-129;LU;11;12;29;;
SI705;ESTANDARES DE LA INGENIERIA DE SISTEMAS;V;F;ALIAGA VILCHEZ,  TOBIAS ENRIQUE;P;S4-210;MA;19;21;29;;
SI705;ESTANDARES DE LA INGENIERIA DE SISTEMAS;V;F;ALIAGA VILCHEZ,  TOBIAS ENRIQUE;T;S4-210;MA;18;19;29;;
SI707;INGENIERIA DE SOFTWARE;U;F;SANCHEZ ESPINOZA,  JAVIER CONCEPCIÓN;P;S1-124;VI;20;22;23;;
SI707;INGENIERIA DE SOFTWARE;U;F;SANCHEZ ESPINOZA,  JAVIER CONCEPCIÓN;T;S1-124;VI;18;20;23;;
SI707;INGENIERIA DE SOFTWARE;V;F;COSSA CABANILLAS,  JESUS ALBERTO;P;S1-229;VI;20;22;26;;
SI707;INGENIERIA DE SOFTWARE;V;F;COSSA CABANILLAS,  JESUS ALBERTO;T;S1-229;VI;18;20;26;;
SI801;MODELO DEL SISTEMA VIABLE;U;F;RODRÍGUEZ ULLOA,  RICARDO AURELIO ;P;S4-216;VI;20;22;42;;
SI801;MODELO DEL SISTEMA VIABLE;U;F;RODRÍGUEZ ULLOA,  RICARDO AURELIO ;T;S4-216;VI;18;20;42;;
SI801;MODELO DEL SISTEMA VIABLE;V;F;CANCHANO CARO,  JAVIER TOLENTINO;P;S4-206;MA;20;22;42;;
SI801;MODELO DEL SISTEMA VIABLE;V;F;CANCHANO CARO,  JAVIER TOLENTINO;T;S4-206;MA;18;20;42;;
SI805;INTEGRACION DE SISTEMAS;U;F;HUAPAYA CIRIACO,  ALBERTO JESUS;P;S4-214;SA;10;12;40;;
SI805;INTEGRACION DE SISTEMAS;U;F;HUAPAYA CIRIACO,  ALBERTO JESUS;T;S4-214;SA;8;10;40;;
SI805;INTEGRACION DE SISTEMAS;V;F;ESPINAL LAU,  MIGUEL EDUARDO;T;S4-105;JU;18;20;40;;
