course_id,course_name,credits,cycle,subject_type_id,evaluation_system_id,total_weekly_hours,weekly_theory_hours,weekly_practice_hours,weekly_practice_laboratory_hours,weekly_laboratory_hours,max_cycle,min_cycle,note,required_credits,position
SI901,Proyecto de Tesis en Ing. Sistemas I,2,9,1,5,4,0,,4,,,,"",,
SI902,Ingenieria de Sistemas de Servicio,3,9,1,7,4,2,,2,,,,"",,
SI903,Implementacion de Sistemas,2,9,1,6,3,1,,2,,,,"",,
SI904,Seguridad de Sistemas,3,9,1,7,4,2,,2,,,,"",,
SI905,TALLER DE PROYECTO DE INVESTIGACION,2,9,1,5,4,0,,4,,,,"",,
SI035,Proyecto de Tesis en Ing. Sistemas II,2,10,1,5,4,0,,4,,,,"",,
SI036,TALLER DE INVESTIGACIÓN,2,10,1,5,4,0,,4,,,,"",,
SI055,Gestión de Proyectos,2,10,1,5,4,0,,4,,,,"",,
SI075,Auditoria de Sistemas,3,10,1,7,4,2,,2,,,,"",,
SI085,Aplicación de Negocios Electrónicos.,3,10,1,7,4,2,,2,,,,"",,
SI095,Ingeniería Empresarial,3,10,1,7,4,2,,2,,,,"",,
GE702,Ingeniería Económica,3,12,3,7,4,2,2,,,,,"",,
FB111,Física Moderna,0,,3,,4,2,,2,,,,"",,
GE112,Teoria de Juegos y la Negociación,3,,2,,4,2,,2,,,,"",,
GE120,Modelos Probabilisticos y Analisis de Riesgos,3,,2,,4,2,,2,,,,"",,
GE124,Comercio Internacional,3,,3,7,4,2,,2,,,,"",,
GE130,Gestion de Negocios y Estrategia Empresarial,3,,2,,4,2,,2,,,,"",,
GE704,Contabilidad de Costos y Presupuestos,3,,3,7,4,2,,2,,,,"",,
GE805,Mercadotecnia,3,,3,,,,,,,,,"",,
GE903,Gestión del Talento Humano,3,,2,,4,2,,2,,,,"",,
GP702,Ingenieria Economica,3,,3,7,4,2,,2,,,,"",,
GP805,Mercadotecia,3,,2,,4,2,,2,,,,"",,
HU111,Legislación Empresarial y Tributaria,2,,3,2,2,2,,,,,,"",,
HU112,Comportamiento Organizacional,2,,2,5,3,1,,2,,,,"",,
HU200,Idiomas (mínimo nivel intermedio),2,,1,,,,,,,,,"",,
HU201,Sociología,2,,3,2,2,2,,,,,,"",,
HU300,Actividades extracurriculares (3 tipos diferentes),1,,1,,,,,,,,,"",,
HU400,Prácticas pre profesionales  (mínimo 6 meses),2,,1,,,,,,,,,"",,
SI077,Inteligencia Artificial,3,,2,,4,2,,2,,,,"",,
SI105,Diseño de Portales y Desarrollo Web,3,,2,,4,2,,2,,,,"",,
SI107,Semiótica,2,,2,,3,1,,2,,,,"",,
SI109,Gestión del Ciclo de Vida en el Desarrollo del Software,3,,2,,4,2,,2,,,,"",,
SI111,Teoría De Decisiones,3,,3,7,4,2,,2,,,,"",,
SI115,Gestión de Comunidades y Redes Sociales,2,,2,,4,,,4,,,,"",,
SI116,Gestion de la Configuracion de Sistemas de Informacion,3,,2,,4,2,,2,,,,"",,
SI117,Ingeniería de Sistemas,3,,2,,4,2,,2,,,,"",,
SI118,Teoria de la Complejidad,3,,2,,4,2,,2,,,,"",,
SI119,Taller de Diseño de Sistemas Inteligentes,2,,2,,4,,,4,,,,"",,
SI122,Cibernetica y Teoría de Control,3,,2,,4,2,,2,,,,"",,
SI126,Verificacion y Validacion de Sistemas,2,,2,,4,,,4,,,,"",,
SI127,Diseño Gráfico e Iconográfico,2,,2,,3,1,,2,,,,"",,
SI130,Gestion de la Información,3,,2,,4,2,,2,,,,"",,
SI135,Intercambio Electrónico de Datos e Interoperabilidad,3,,2,,4,2,,2,,,,"",,
SI140,Gestión del Conocimiento,3,,2,,4,2,,2,,,,"",,
SI150,Analítica de Datos,3,,2,,4,2,,2,,,,"",,
SI155,Ciberseguridad,3,,2,,4,2,,2,,,,"",,
SI180,Modelo Paramétrico de Datos,3,,2,,4,2,,2,,,,"",,
TE101,Dibujo de Ingeniería,2,,3,5,4,,,4,,,,"",,
TE111,Innovación y Gestión Tecnológica,3,,2,,4,2,,2,,,,"",,
