course_id,course_name,credits,cycle,subject_type_id,evaluation_system_id,total_weekly_hours,weekly_theory_hours,weekly_practice_hours,weekly_practice_laboratory_hours,weekly_laboratory_hours,max_cycle,min_cycle,note,required_credits,position
SI625,Diseño empresarial II,3,6,1,,,,,,,,,,,
HU501,Taller de efectividad personal,2,6,1,,,,,,,,,,,
SI150,Analítica de datos,3,7,1,,,,,,,,,,,
SI601,Investigación de operaciones II,3,7,1,,,,,,,,,,,
SI707,Ingeniería de software,3,7,1,,,,,,,,,,,
HU301,Metodología de la investigación,2,7,1,,,,,,,,,,,
SI724,Sistemas de información,3,7,1,,,,,,,,,,,
SI723,Ingeniería de procesos digitales,3,7,1,,,,,,,,,,,
SI821,Diseño organizacional y gestión del cambio,3,8,1,,,,,,,,,,,
SI822,Machine Learning,3,8,1,,,,,,,,,,,
SI701,Modelado sistémico y simulación,3,8,1,,,,,,,,,,,
SI155,Ciberseguridad,3,8,1,,,,,,,,,,,
SI823,Arquitectura en la nube y servicios,3,8,1,,,,,,,,,,,
SI824,Automatización de procesos,3,8,1,,,,,,,,,,,
SI922,Formulación y evaluación de proyectos,3,9,1,,,,,,,,,,,
SI924,Data lake y lakehouse,3,9,1,,,,,,,,,,,
SI905,Taller de proyecto de investigación,2,9,1,,,,,,,,,,,
SI921,Taller integrador de analítica,2,9,1,,,,,,,,,,,
SI021,Taller integrador de transformación organizacional,2,10,1,,,,,,,,,,,
SI025,Dirección de proyectos,3,10,1,,,,,,,,,,,
SI036,Taller de investigación,2,10,1,,,,,,,,,,,
FB501,Matemática aplicada,3,,4,6,4,2,2,,,,,,,
SI602,Dinámica de sistemas,3,,4,7,4,2,2,,,,,,,
SI403,Metodología de sistemas blandos,3,,4,6,4,2,2,,,,,,,
SI725,Arquitectura y análisis de sistemas de sistemas (SoS),3,,4,6,4,2,2,,,,,,,
SI726,Taller de modelo del sistema viable,3,,4,5,4,2,2,,,,,,,
SW901,Aprendizaje automático II (Machine learning II),3,,4,6,4,2,2,,,,,,,
SI721,Taller integral de Ingeniería de Software,2,,4,5,4,0,4,,,,,,,
SI521,Computación cuántica,3,,4,6,4,2,2,,,,,,,
SI827,Ingeniería de servicios digitales,3,,4,6,4,2,2,,,,,,,
SI928,Taller de modelo de datos en la nube,2,,4,5,4,0,4,,,,,,,
SI927,Taller de diseño LLM y agentes con IA,2,,4,5,4,0,4,,,,,,,
SI925,Ing. de sistemas inteligentes y sistemas multiagente,3,,4,6,4,2,2,,,,,,,
SI727,Ing. centrada en el usuario: Interacción hombre-máquina,3,,4,6,4,2,2,,,,,,,
SI926,Evaluación y aseguramiento de calidad y seguridad en SI,3,,4,6,4,2,2,,,,,,,
SI722,Innovación y emprendimiento,3,,4,6,4,2,2,,,,,,,
SI923,Diseño de plataforma,3,,4,6,4,2,2,,,,,,,
SI075,Auditoría de sistemas,3,,4,7,4,2,2,,,,,,,
SI604,Análisis y diseño de sistemas,4,,4,7,6,2,4,,,,,,,
GE701,Logística empresarial,3,,4,7,4,2,2,,,,,,,
GE802,Gestión de la cadena de suministro,3,,4,7,4,2,2,,,,,,,
GE805,Mercadotecnia,3,,4,7,4,2,2,,,,,,,
GE906,Gestión financiera,3,,4,7,4,2,2,,,,,,,
GE903,Gestión del talento humano,3,,4,7,4,2,2,,,,,,,
