course_id,course_name,credits,cycle,subject_type_id,evaluation_system_id,total_weekly_hours,weekly_theory_hours,weekly_practice_hours,weekly_practice_laboratory_hours,weekly_laboratory_hours,max_cycle,min_cycle,note,required_credits,position
TE803,Sistemas integrados de calidad,3,8,1,7,4,2,2,,,,,,,50
GE802,Gestión de la cadena de suministro,3,9,1,7,4,2,2,,,,,,,51
GE904,Taller de proyecto de investigación,2,9,1,5,4,0,4,,,,,,,52
SI077,Inteligencia Artificial,3,9,1,7,4,2,2,,,,,,,53
TE901,Seguridad y salud ocupacional,3,9,1,7,4,2,2,,,,,,,54
TE903,Automatización,3,9,1,7,4,2,2,,,,,,,55
GE004,Taller de Investigación,2,10,1,5,4,0,4,,,,,,,56
GE801,Planeamiento y gestión estratégica,3,10,1,7,4,2,2,,,,,,,57
GE902,Diseño y evaluación de proyectos,3,10,1,7,4,2,2,,,,,,,58
GE903,Gestión del talento humano,3,10,1,7,4,2,2,,,,,,,59
TE001,Sostenibilidad industrial,3,10,1,6,4,2,2,,,,,,,60
GE117,Juegos de negocio,2,,4,5,3,1,2,,,,,,,61
GE121,Diseño y disposición de plantas,3,,4,7,4,2,2,,,,,,,62
HU111,Legislación empresarial y tributaria,2,,4,2,2,2,0,,,,,,,63
HU112,Comportamiento organizacional,2,,4,5,3,1,2,,,,,,,64
SI111,Teoría de decisiones,3,,4,7,4,2,2,,,,,,,65
SI114,Base de datos,3,,4,7,4,2,2,,,,,,,66
GE901,Innovación y emprendimiento de negocios,3,,4,7,4,2,2,,,,,,,67
SI302,Programación orientada a objetos,3,,4,7,4,2,2,,,,,,,68
GE703,Sistemas integrados empresariales,3,,4,6,4,2,2,,,,,,,69
TE121,Ergonomía,3,,4,7,4,2,2,,,,,,,70
TE122,Procesos agroindustriales,3,,4,7,4,2,2,,,,,,,71
TE125,Lean manufacturing,3,,4,7,4,2,2,,,,,,,72
TE701,Análisis de proceso de manufactura,3,,4,7,4,2,2,,,,,,,73
HU113,Liderazgo y presentación ejecutiva,2,,4,5,4,0,4,,,,,,,74
SI025,Dirección de proyectos,3,,4,7,4,2,2,,,,,,,75
GE126,Ingeniería del servicio,3,,4,7,4,2,2,,,,,,,76
TE124,Gestión de la energía,3,,4,7,4,2,2,,,,,,,77
TE126,Gestión del mantenimiento,3,,4,7,4,2,2,,,,,,,78
GE124,Comercio internacional,3,,4,7,4,2,2,,,,,,,79
GE118,Modelamiento financiero,3,,4,6,4,2,2,,,,,,,80
GE708,Finanzas corporativas,3,,4,5,4,2,2,,,,,,,81
GE119,Gestión de riesgo financiero,3,,4,6,4,2,2,,,,,,,82
SI112,Analítica del negocio,3,,4,7,4,2,2,,,,,,,83
SI154,Inteligencia de negocios,3,,4,7,4,2,2,,,,,,,84
TE804,Diseño de sistemas ciberfísicos,3,,4,6,4,2,2,,,,,,,85
TE129,Tecnologías robóticas en la manufactura moderna,3,,4,7,4,2,2,,,,,,,86
TE114,Gemelos digitales,3,,4,6,4,2,2,,,,,,,87
SI822,Machine learning,3,,4,6,4,2,2,,,,,,,88
TE116,Lean logistics,3,,4,6,4,2,2,,,,,,,89
TE115,Gestión de riesgos en la cadena de suministros,3,,4,6,4,2,2,,,,,,,90
